path,file_name,name,type,section,country_or_region,country_or_region_name,misc_category,width,height,size_bytes,raw_url,github_url
misc/custom/nfl-game-pass-4k-us-custom.png,nfl-game-pass-4k-us-custom.png,nfl-game-pass-4k-us-custom,misc,misc,,,custom,500,500,57694,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/custom/nfl-game-pass-4k-us-custom.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/custom/nfl-game-pass-4k-us-custom.png
misc/dazn-custom/dazn-1-hd-alternate.png,dazn-1-hd-alternate.png,dazn-1-hd-alternate,misc,misc,,,dazn-custom,500,500,16397,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-1-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-1-hd-alternate.png
misc/dazn-custom/dazn-1.png,dazn-1.png,dazn-1,misc,misc,,,dazn-custom,500,500,14926,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-1.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-1.png
misc/dazn-custom/dazn-10-hd-alternate.png,dazn-10-hd-alternate.png,dazn-10-hd-alternate,misc,misc,,,dazn-custom,500,500,20260,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-10-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-10-hd-alternate.png
misc/dazn-custom/dazn-10.png,dazn-10.png,dazn-10,misc,misc,,,dazn-custom,500,500,19181,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-10.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-10.png
misc/dazn-custom/dazn-11-hd-alternate.png,dazn-11-hd-alternate.png,dazn-11-hd-alternate,misc,misc,,,dazn-custom,500,500,16920,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-11-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-11-hd-alternate.png
misc/dazn-custom/dazn-11.png,dazn-11.png,dazn-11,misc,misc,,,dazn-custom,500,500,15551,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-11.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-11.png
misc/dazn-custom/dazn-12-hd-alternate.png,dazn-12-hd-alternate.png,dazn-12-hd-alternate,misc,misc,,,dazn-custom,500,500,19713,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-12-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-12-hd-alternate.png
misc/dazn-custom/dazn-12.png,dazn-12.png,dazn-12,misc,misc,,,dazn-custom,500,500,18529,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-12.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-12.png
misc/dazn-custom/dazn-13-hd-alternate.png,dazn-13-hd-alternate.png,dazn-13-hd-alternate,misc,misc,,,dazn-custom,500,500,20778,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-13-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-13-hd-alternate.png
misc/dazn-custom/dazn-13.png,dazn-13.png,dazn-13,misc,misc,,,dazn-custom,500,500,19728,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-13.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-13.png
misc/dazn-custom/dazn-14-hd-alternate.png,dazn-14-hd-alternate.png,dazn-14-hd-alternate,misc,misc,,,dazn-custom,500,500,18507,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-14-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-14-hd-alternate.png
misc/dazn-custom/dazn-14.png,dazn-14.png,dazn-14,misc,misc,,,dazn-custom,500,500,17097,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-14.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-14.png
